OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0010010,9/7/2017,18,Wholesale,USD,GUT930,34,14,5,891.10,"4,455.50",623.77,,
SO - 0010126,9/7/2017,57,Wholesale,USD,GUT930,45,5,7,194.30,"1,360.10",77.72,,
SO - 0008638,9/8/2017,118,Wholesale,USD,NXH382,57,14,9,"3,966.40","35,697.60","1,586.56",,
SO - 0008738,9/8/2017,35,Distributor,USD,GUT930,39,25,8,"3,859.20","30,873.60","2,045.38",,
SO - 0009968,9/8/2017,33,Wholesale,USD,GUT930,46,26,8,"3,859.20","30,873.60","2,431.30",,
SO - 0010283,9/8/2017,75,Wholesale,USD,NXH382,56,20,6,"6,411.90","38,471.40","5,001.28",,
SO - 0010415,9/8/2017,35,Export,USD,AXW291,5,25,5,"3,979.80","19,899.00","3,144.04",,
SO - 0008139,9/9/2017,146,Wholesale,USD,AXW291,30,25,8,"1,916.20","15,329.60","1,341.34",,
SO - 0008406,9/9/2017,47,Distributor,USD,AXW291,12,28,12,174.20,"2,090.40",123.68,,
SO - 0008455,9/9/2017,41,Wholesale,USD,NXH382,58,15,6,"2,318.20","13,909.20","1,414.10",,
SO - 0008671,9/9/2017,83,Wholesale,USD,GUT930,34,11,5,"3,953.00","19,765.00","2,095.09",,
SO - 0009558,9/9/2017,108,Distributor,USD,NXH382,50,22,10,"1,232.80","12,328.00",862.96,,
SO - 0010289,9/9/2017,62,Wholesale,USD,AXW291,7,2,7,837.50,"5,862.50",695.13,,
SO - 0010371,9/9/2017,79,Wholesale,USD,AXW291,16,26,6,"1,721.90","10,331.40",947.05,,
SO - 0008353,9/10/2017,162,Distributor,USD,GUT930,39,25,11,"3,999.90","43,998.90","3,119.92",,
SO - 0008396,9/10/2017,6,Wholesale,USD,NXH382,48,17,6,"5,098.70","30,592.20","4,180.93",,
SO - 0008964,9/10/2017,104,Distributor,USD,NXH382,55,15,6,"1,078.70","6,472.20",722.73,,
SO - 0009671,9/10/2017,98,Distributor,USD,AXW291,22,5,7,"1,105.50","7,738.50",928.62,,
SO - 0010121,9/10/2017,60,Wholesale,USD,GUT930,45,30,7,"1,969.80","13,788.60","1,634.93",,
SO - 0010260,9/10/2017,43,Distributor,USD,FLR025,66,13,10,"1,855.90","18,559.00","1,113.54",,
SO - 0010550,9/10/2017,171,Distributor,USD,NXH382,48,23,5,"3,953.00","19,765.00","1,699.79",,
SO - 0008399,9/11/2017,131,Distributor,USD,NXH382,49,8,8,"1,072.00","8,576.00",600.32,,
SO - 0008529,9/11/2017,112,Distributor,USD,FLR025,64,25,9,"1,011.70","9,105.30",536.20,,
SO - 0008547,9/11/2017,154,Export,USD,AXW291,13,6,9,"3,115.50","28,039.50","1,682.37",,
SO - 0009062,9/11/2017,37,Wholesale,USD,GUT930,32,12,8,"3,906.10","31,248.80","2,421.78",,
SO - 0009134,9/11/2017,12,Distributor,USD,NXH382,58,3,9,730.30,"6,572.70",438.18,,
SO - 0009899,9/11/2017,117,Wholesale,USD,GUT930,38,20,6,"5,085.30","30,511.80","3,000.33",,
SO - 0010130,9/11/2017,94,Wholesale,USD,GUT930,46,26,9,180.90,"1,628.10",103.11,,
SO - 0008323,9/12/2017,99,Wholesale,USD,AXW291,6,1,8,180.90,"1,447.20",124.82,,
SO - 0008562,9/12/2017,96,Wholesale,USD,NXH382,52,14,5,234.50,"1,172.50",189.95,,
SO - 0008653,9/12/2017,24,Export,USD,AXW291,14,13,5,"1,078.70","5,393.50",841.39,,
SO - 0008669,9/12/2017,162,Wholesale,USD,GUT930,35,19,8,"1,118.90","8,951.20",928.69,,
SO - 0008805,9/12/2017,16,Wholesale,USD,AXW291,20,16,12,"1,319.90","15,838.80","1,042.72",,
SO - 0009818,9/12/2017,171,Distributor,USD,FLR025,63,3,6,"1,125.60","6,753.60",720.38,,
SO - 0010268,9/12/2017,52,Wholesale,USD,AXW291,6,4,9,"1,125.60","10,130.40",517.78,,
SO - 0010493,9/12/2017,39,Wholesale,USD,AXW291,4,19,9,"2,793.90","25,145.10","2,039.55",,
SO - 0010670,9/12/2017,86,Export,USD,AXW291,13,4,7,174.20,"1,219.40",120.20,,
SO - 0008447,9/13/2017,76,Wholesale,USD,AXW291,13,30,9,"1,045.20","9,406.80",773.45,,
SO - 0008905,9/13/2017,43,Wholesale,USD,GUT930,33,2,7,"1,092.10","7,644.70",589.73,,
SO - 0009105,9/13/2017,75,Distributor,USD,AXW291,27,2,9,"1,112.20","10,009.80",800.78,,
SO - 0009236,9/13/2017,160,Distributor,USD,NXH382,51,15,6,911.20,"5,467.20",747.18,,
SO - 0009413,9/13/2017,22,Distributor,USD,GUT930,42,4,7,"3,845.80","26,920.60","1,538.32",,
SO - 0009869,9/13/2017,144,Export,USD,GUT930,43,9,6,180.90,"1,085.40",106.73,,
SO - 0010618,9/13/2017,125,Distributor,USD,AXW291,13,18,7,"1,239.50","8,676.50",842.86,,
SO - 0010767,9/13/2017,22,Distributor,USD,AXW291,31,3,7,"1,005.00","7,035.00",572.85,,
SO - 0008100,9/14/2017,38,Wholesale,USD,AXW291,22,26,7,"1,715.20","12,006.40",806.14,,
SO - 0008298,9/14/2017,99,Export,USD,GUT930,36,5,5,"5,098.70","25,493.50","3,365.14",,
SO - 0009175,9/14/2017,7,Wholesale,USD,AXW291,24,26,12,991.60,"11,899.20",505.72,,
SO - 0009201,9/14/2017,100,Distributor,USD,GUT930,39,18,8,"3,946.30","31,570.40","1,933.69",,
SO - 0009741,9/14/2017,89,Wholesale,USD,FLR025,66,1,10,"1,795.60","17,956.00","1,113.27",,
SO - 0009776,9/14/2017,53,Distributor,USD,AXW291,6,16,7,"2,505.80","17,540.60","1,804.18",,
SO - 0010101,9/14/2017,44,Wholesale,USD,GUT930,42,1,10,"5,393.50","53,935.00","3,667.58",,
SO - 0010114,9/14/2017,106,Wholesale,USD,GUT930,47,18,9,"6,016.60","54,149.40","3,429.46",,
SO - 0009235,9/15/2017,93,Wholesale,USD,AXW291,31,23,12,"6,210.90","74,530.80","3,353.89",,
SO - 0009504,9/15/2017,127,Distributor,USD,NXH382,53,13,7,"1,695.10","11,865.70","1,101.82",,
SO - 0009636,9/15/2017,47,Distributor,USD,FLR025,61,24,6,"1,025.10","6,150.60",697.07,,
SO - 0010040,9/15/2017,19,Wholesale,USD,AXW291,27,16,8,"5,152.30","41,218.40","2,524.63",,
SO - 0010174,9/15/2017,115,Distributor,USD,FLR025,62,16,9,"3,584.50","32,260.50","2,831.76",,
SO - 0010227,9/15/2017,78,Wholesale,USD,AXW291,9,16,12,241.20,"2,894.40",120.60,,
SO - 0010240,9/15/2017,83,Wholesale,USD,AXW291,6,5,11,194.30,"2,137.30",159.33,,
SO - 0010291,9/15/2017,88,Wholesale,USD,FLR025,63,28,8,"2,686.70","21,493.60","1,155.28",,
SO - 0010737,9/15/2017,42,Wholesale,USD,FLR025,63,5,9,"6,472.20","58,249.80","5,371.93",,
SO - 0008509,9/16/2017,142,Wholesale,USD,NXH382,57,26,8,"4,006.60","32,052.80","2,724.49",,
SO - 0008680,9/16/2017,154,Wholesale,USD,NXH382,55,2,6,"1,916.20","11,497.20",900.61,,
SO - 0009076,9/16/2017,79,Distributor,USD,GUT930,42,17,12,"5,822.30","69,867.60","4,599.62",,
SO - 0009709,9/16/2017,127,Wholesale,USD,AXW291,22,5,8,"2,680.00","21,440.00","2,251.20",,
SO - 0010221,9/16/2017,29,Distributor,USD,NXH382,54,16,11,"2,432.10","26,753.10","1,605.19",,
SO - 0008123,9/17/2017,69,Wholesale,USD,GUT930,42,3,12,"1,051.90","12,622.80",525.95,,
SO - 0008692,9/17/2017,154,Distributor,USD,GUT930,42,26,10,"1,721.90","17,219.00",774.86,,
SO - 0008796,9/17/2017,64,Wholesale,USD,FLR025,62,23,6,234.50,"1,407.00",147.74,,
SO - 0008855,9/17/2017,128,Wholesale,USD,AXW291,19,26,12,"4,006.60","48,079.20","3,125.15",,
SO - 0009028,9/17/2017,125,Distributor,USD,NXH382,51,1,10,"3,852.50","38,525.00","2,234.45",,
SO - 0009109,9/17/2017,13,Wholesale,USD,AXW291,8,26,11,931.30,"10,244.30",754.35,,
SO - 0009188,9/17/2017,126,Export,USD,AXW291,11,21,9,783.90,"7,055.10",368.43,,
SO - 0009265,9/17/2017,90,Wholesale,USD,FLR025,63,18,11,"5,279.60","58,075.60","3,167.76",,
SO - 0009292,9/17/2017,92,Wholesale,USD,FLR025,62,18,7,904.50,"6,331.50",524.61,,
SO - 0009863,9/17/2017,37,Distributor,USD,GUT930,44,21,12,"3,504.10","42,049.20","1,401.64",,
SO - 0009951,9/17/2017,146,Wholesale,USD,AXW291,18,26,6,"5,460.50","32,763.00","2,839.46",,
SO - 0010050,9/17/2017,146,Export,USD,AXW291,26,7,5,"3,088.70","15,443.50","2,223.86",,
SO - 0010163,9/17/2017,154,Distributor,USD,AXW291,27,13,11,"3,685.00","40,535.00","2,247.85",,
SO - 0008220,9/18/2017,78,Wholesale,USD,NXH382,51,5,10,"3,912.80","39,128.00","1,995.53",,
SO - 0008287,9/18/2017,85,Wholesale,USD,AXW291,13,5,7,"2,010.00","14,070.00","1,045.20",,
SO - 0008523,9/18/2017,36,Distributor,USD,AXW291,10,19,7,"5,065.20","35,456.40","2,785.86",,
SO - 0008752,9/18/2017,47,Wholesale,USD,AXW291,6,22,7,"2,345.00","16,415.00","1,360.10",,
SO - 0008800,9/18/2017,41,Distributor,USD,AXW291,13,2,6,167.50,"1,005.00",78.73,,
SO - 0009309,9/18/2017,121,Wholesale,USD,GUT930,44,21,11,261.30,"2,874.30",151.55,,
SO - 0009379,9/18/2017,172,Wholesale,USD,AXW291,31,13,9,998.30,"8,984.70",718.78,,
SO - 0010218,9/18/2017,113,Distributor,USD,GUT930,46,1,9,"2,499.10","22,491.90","1,599.42",,
SO - 0010543,9/18/2017,38,Distributor,USD,NXH382,55,14,9,"6,003.20","54,028.80","2,401.28",,
SO - 0010768,9/18/2017,108,Wholesale,USD,NXH382,56,14,9,"1,085.40","9,768.60",835.76,,
SO - 0008122,9/19/2017,20,Wholesale,USD,AXW291,12,21,11,"5,936.20","65,298.20","3,027.46",,
SO - 0009233,9/19/2017,18,Distributor,USD,AXW291,29,11,5,"1,152.40","5,762.00",691.44,,
SO - 0009378,9/19/2017,93,Wholesale,USD,AXW291,15,26,12,"3,832.40","45,988.80","1,647.93",,
SO - 0009684,9/19/2017,41,Wholesale,USD,FLR025,65,15,5,"2,365.10","11,825.50","1,702.87",,
SO - 0009859,9/19/2017,133,Distributor,USD,AXW291,24,28,9,"2,458.90","22,130.10","1,180.27",,
SO - 0009872,9/19/2017,110,Distributor,USD,AXW291,13,3,5,"1,996.60","9,983.00","1,078.16",,
SO - 0009950,9/19/2017,54,Wholesale,USD,GUT930,39,12,11,261.30,"2,874.30",125.42,,
SO - 0009984,9/19/2017,86,Wholesale,USD,NXH382,47,1,8,"1,695.10","13,560.80","1,203.52",,
SO - 0010308,9/19/2017,84,Wholesale,USD,NXH382,51,14,12,"1,896.10","22,753.20","1,118.70",,
SO - 0010419,9/19/2017,14,Distributor,USD,NXH382,53,14,7,"1,172.50","8,207.50",949.73,,
SO - 0010606,9/19/2017,55,Wholesale,USD,GUT930,43,23,5,"1,762.10","8,810.50","1,444.92",,
SO - 0008175,9/20/2017,168,Distributor,USD,AXW291,30,26,11,"1,045.20","11,497.20",543.50,,
SO - 0008209,9/20/2017,21,Wholesale,USD,AXW291,7,23,10,"1,252.90","12,529.00",989.79,,
SO - 0008490,9/20/2017,172,Wholesale,USD,GUT930,31,18,8,"2,599.60","20,796.80","2,105.68",,
SO - 0008859,9/20/2017,53,Wholesale,USD,GUT930,39,27,8,857.60,"6,860.80",360.19,,
SO - 0009027,9/20/2017,79,Export,USD,AXW291,25,15,11,"1,782.20","19,604.20","1,514.87",,
SO - 0009083,9/20/2017,25,Wholesale,USD,NXH382,52,13,11,"2,211.00","24,321.00",950.73,,
SO - 0009129,9/20/2017,74,Distributor,USD,NXH382,52,19,6,"3,872.60","23,235.60","3,059.35",,
SO - 0009271,9/20/2017,100,Export,USD,AXW291,20,25,5,"2,666.60","13,333.00","1,093.31",,
SO - 0009814,9/20/2017,128,Wholesale,USD,FLR025,64,25,8,743.70,"5,949.60",312.35,,
SO - 0010057,9/20/2017,12,Wholesale,USD,NXH382,59,13,5,"3,886.00","19,430.00","2,681.34",,
SO - 0010730,9/20/2017,10,Wholesale,USD,NXH382,56,25,10,"2,217.70","22,177.00","1,153.20",,
SO - 0008835,9/21/2017,56,Distributor,USD,NXH382,52,1,10,"5,085.30","50,853.00","2,796.92",,
SO - 0008861,9/21/2017,27,Export,USD,GUT930,36,8,12,"2,291.40","27,496.80","1,695.64",,
SO - 0009299,9/21/2017,104,Wholesale,USD,AXW291,18,15,12,241.20,"2,894.40",103.72,,
SO - 0009554,9/21/2017,83,Distributor,USD,GUT930,39,6,11,"1,065.30","11,718.30",511.34,,
SO - 0009760,9/21/2017,146,Wholesale,USD,GUT930,35,4,8,"2,472.30","19,778.40",988.92,,
SO - 0010001,9/21/2017,40,Wholesale,USD,FLR025,61,26,8,"3,899.40","31,195.20","2,573.60",,
SO - 0010667,9/21/2017,117,Wholesale,USD,AXW291,23,4,6,"2,371.80","14,230.80","1,209.62",,
SO - 0008443,9/22/2017,67,Export,USD,FLR025,64,15,6,"3,845.80","23,074.80","1,653.69",,
SO - 0008545,9/22/2017,45,Export,USD,NXH382,52,5,6,"6,003.20","36,019.20","3,902.08",,
SO - 0008705,9/22/2017,120,Wholesale,USD,NXH382,48,26,9,"1,112.20","10,009.80",556.10,,
SO - 0009141,9/22/2017,102,Wholesale,USD,NXH382,48,17,9,"1,118.90","10,070.10",704.91,,
SO - 0009206,9/22/2017,131,Distributor,USD,FLR025,63,12,8,877.70,"7,021.60",351.08,,
SO - 0009408,9/22/2017,22,Wholesale,USD,FLR025,64,17,5,241.20,"1,206.00",159.19,,
SO - 0009705,9/22/2017,61,Distributor,USD,NXH382,60,17,11,"3,973.10","43,704.10","2,423.59",,
SO - 0009751,9/22/2017,141,Distributor,USD,AXW291,24,4,12,"4,013.30","48,159.60","2,568.51",,
SO - 0010581,9/22/2017,78,Distributor,USD,AXW291,3,3,9,"5,071.90","45,647.10","4,311.12",,
SO - 0010586,9/22/2017,150,Wholesale,USD,AXW291,14,6,5,"3,658.20","18,291.00","2,487.58",,
SO - 0008566,9/23/2017,48,Distributor,USD,NXH382,51,20,6,"5,380.10","32,280.60","2,205.84",,
SO - 0009157,9/23/2017,15,Wholesale,USD,FLR025,60,15,10,"4,013.30","40,133.00","2,688.91",,
SO - 0009569,9/23/2017,75,Distributor,USD,FLR025,64,1,8,944.70,"7,557.60",803.00,,
SO - 0009708,9/23/2017,58,Wholesale,USD,AXW291,11,19,7,"3,477.30","24,341.10","1,390.92",,
SO - 0010013,9/23/2017,137,Wholesale,USD,GUT930,38,3,6,797.30,"4,783.80",422.57,,
SO - 0010026,9/23/2017,148,Distributor,USD,AXW291,13,15,6,"1,038.50","6,231.00",633.49,,
SO - 0010169,9/23/2017,147,Wholesale,USD,NXH382,54,1,11,"2,666.60","29,332.60","1,786.62",,
SO - 0008286,9/24/2017,55,Wholesale,USD,AXW291,20,25,5,"1,782.20","8,911.00","1,354.47",,
SO - 0008486,9/24/2017,30,Distributor,USD,AXW291,2,8,5,"1,072.00","5,360.00",761.12,,
SO - 0008962,9/24/2017,157,Distributor,USD,NXH382,59,11,5,"3,437.10","17,185.50","2,199.74",,
SO - 0009587,9/24/2017,99,Distributor,USD,AXW291,8,15,6,"5,755.30","34,531.80","4,776.90",,
SO - 0009952,9/24/2017,49,Distributor,USD,NXH382,58,25,8,261.30,"2,090.40",154.17,,
SO - 0010357,9/24/2017,10,Distributor,USD,FLR025,64,19,9,"2,539.30","22,853.70","1,472.79",,
SO - 0010435,9/24/2017,3,Wholesale,USD,AXW291,8,15,11,207.70,"2,284.70",85.16,,
SO - 0010659,9/24/2017,49,Export,USD,GUT930,36,7,10,"1,333.30","13,333.00",533.32,,
SO - 0010777,9/24/2017,161,Wholesale,USD,AXW291,16,13,6,911.20,"5,467.20",446.49,,
SO - 0008417,9/25/2017,81,Wholesale,USD,GUT930,36,29,5,"2,646.50","13,232.50","1,640.83",,
SO - 0008852,9/25/2017,30,Wholesale,USD,NXH382,60,14,7,737.00,"5,159.00",353.76,,
SO - 0009023,9/25/2017,164,Wholesale,USD,AXW291,21,5,12,"2,532.60","30,391.20","1,696.84",,
SO - 0009415,9/25/2017,126,Wholesale,USD,FLR025,64,1,5,"1,788.90","8,944.50",983.90,,
SO - 0009534,9/25/2017,16,Wholesale,USD,AXW291,26,17,5,"5,219.30","26,096.50","3,027.19",,
SO - 0009597,9/25/2017,124,Wholesale,USD,GUT930,37,26,5,"1,118.90","5,594.50",492.32,,
SO - 0010035,9/25/2017,38,Distributor,USD,AXW291,12,25,8,"3,242.80","25,942.40","1,426.83",,
SO - 0010249,9/25/2017,58,Distributor,USD,FLR025,61,26,10,"3,886.00","38,860.00","2,914.50",,
SO - 0008736,9/26/2017,174,Distributor,USD,AXW291,25,15,6,268.00,"1,608.00",174.20,,
SO - 0008875,9/26/2017,162,Wholesale,USD,FLR025,61,27,9,"4,013.30","36,119.70","2,207.32",,
SO - 0009325,9/26/2017,4,Wholesale,USD,AXW291,3,25,9,"1,105.50","9,949.50",807.02,,
SO - 0009368,9/26/2017,57,Wholesale,USD,AXW291,2,3,6,"1,983.20","11,899.20","1,269.25",,
SO - 0009392,9/26/2017,8,Distributor,USD,NXH382,53,18,11,"3,946.30","43,409.30","1,657.45",,
SO - 0009627,9/26/2017,146,Export,USD,AXW291,8,22,9,"1,031.80","9,286.20",753.21,,
SO - 0009702,9/26/2017,163,Wholesale,USD,AXW291,23,26,9,234.50,"2,110.50",194.64,,
SO - 0009946,9/26/2017,77,Wholesale,USD,AXW291,13,8,12,"6,023.30","72,279.60","3,132.12",,
SO - 0010072,9/26/2017,158,Wholesale,USD,GUT930,43,26,8,"3,296.40","26,371.20","1,911.91",,
SO - 0010188,9/26/2017,37,Distributor,USD,AXW291,1,25,8,"2,525.90","20,207.20","1,818.65",,
SO - 0009123,9/27/2017,141,Distributor,USD,AXW291,3,2,6,864.30,"5,185.80",380.29,,
SO - 0009147,9/27/2017,27,Export,USD,AXW291,27,26,7,"3,839.10","26,873.70","1,727.60",,
SO - 0009256,9/27/2017,9,Export,USD,AXW291,24,20,7,"1,916.20","13,413.40","1,092.23",,
SO - 0009359,9/27/2017,56,Distributor,USD,NXH382,55,1,9,"2,432.10","21,888.90","1,775.43",,
SO - 0010605,9/27/2017,22,Wholesale,USD,NXH382,51,5,5,"1,065.30","5,326.50",543.30,,
SO - 0008468,9/28/2017,14,Wholesale,USD,FLR025,65,1,7,"5,621.30","39,349.10","3,541.42",,
SO - 0008593,9/28/2017,41,Distributor,USD,GUT930,40,17,12,"3,859.20","46,310.40","2,585.66",,
SO - 0009329,9/28/2017,17,Wholesale,USD,GUT930,39,29,10,"1,815.70","18,157.00","1,398.09",,
SO - 0009925,9/28/2017,99,Distributor,USD,AXW291,18,25,9,"5,380.10","48,420.90","3,604.67",,
SO - 0010063,9/28/2017,55,Wholesale,USD,GUT930,43,9,11,"2,666.60","29,332.60","2,239.94",,
SO - 0010078,9/28/2017,134,Distributor,USD,AXW291,22,6,11,844.20,"9,286.20",709.13,,
SO - 0010211,9/28/2017,168,Wholesale,USD,GUT930,36,3,9,214.40,"1,929.60",167.23,,
SO - 0010488,9/28/2017,8,Distributor,USD,GUT930,46,14,6,"3,845.80","23,074.80","2,845.89",,
SO - 0010736,9/28/2017,105,Distributor,USD,AXW291,24,19,5,"3,631.40","18,157.00","2,033.58",,
SO - 0008104,9/29/2017,145,Wholesale,USD,NXH382,53,13,9,268.00,"2,412.00",123.28,,
SO - 0008431,9/29/2017,15,Distributor,USD,AXW291,22,4,7,"2,606.30","18,244.10","1,172.84",,
SO - 0009104,9/29/2017,71,Wholesale,USD,GUT930,46,2,10,944.70,"9,447.00",472.35,,
SO - 0009949,9/29/2017,72,Distributor,USD,AXW291,8,21,8,"3,557.70","28,461.60","1,600.97",,
SO - 0010547,9/29/2017,107,Wholesale,USD,FLR025,65,27,7,207.70,"1,453.90",176.55,,
SO - 0008261,9/30/2017,113,Wholesale,USD,FLR025,61,15,5,227.80,"1,139.00",148.07,,
SO - 0009093,9/30/2017,130,Wholesale,USD,NXH382,52,26,11,"1,112.20","12,234.20",567.22,,
SO - 0009426,9/30/2017,66,Wholesale,USD,AXW291,24,13,12,"2,311.50","27,738.00","1,109.52",,
SO - 0009515,9/30/2017,70,Wholesale,USD,GUT930,34,4,7,"3,102.10","21,714.70","1,271.86",,
SO - 0009589,9/30/2017,1,Wholesale,USD,AXW291,10,2,11,837.50,"9,212.50",644.88,,
SO - 0009648,9/30/2017,12,Wholesale,USD,AXW291,1,2,10,"1,078.70","10,787.00",431.48,,
SO - 0009687,9/30/2017,103,Distributor,USD,AXW291,23,17,9,998.30,"8,984.70",469.20,,
SO - 0010341,9/30/2017,68,Export,USD,AXW291,5,13,9,"3,953.00","35,577.00","2,964.75",,
SO - 0010361,9/30/2017,142,Wholesale,USD,GUT930,42,19,10,"1,721.90","17,219.00","1,050.36",,
SO - 0010369,9/30/2017,100,Wholesale,USD,NXH382,59,14,11,"6,492.30","71,415.30","3,895.38",,
SO - 0010636,9/30/2017,87,Wholesale,USD,NXH382,58,1,6,"1,996.60","11,979.60","1,417.59",,
SO - 0008436,10/1/2017,141,Distributor,USD,NXH382,59,14,12,"1,755.40","21,064.80","1,018.13",,
SO - 0008799,10/1/2017,133,Wholesale,USD,NXH382,53,11,11,"1,963.10","21,594.10","1,531.22",,
SO - 0009328,10/1/2017,140,Export,USD,FLR025,66,26,5,"6,009.90","30,049.50","3,726.14",,
SO - 0010015,10/1/2017,53,Distributor,USD,AXW291,31,25,12,"1,259.60","15,115.20",516.44,,
SO - 0010335,10/1/2017,80,Distributor,USD,FLR025,66,18,5,"3,959.70","19,798.50","2,296.63",,
SO - 0010428,10/1/2017,114,Distributor,USD,AXW291,23,14,12,174.20,"2,090.40",94.07,,
SO - 0010583,10/1/2017,53,Distributor,USD,GUT930,35,30,7,"1,909.50","13,366.50",801.99,,
SO - 0010751,10/1/2017,44,Distributor,USD,GUT930,34,5,10,"2,519.20","25,192.00","1,435.94",,
SO - 0008108,10/2/2017,162,Wholesale,USD,NXH382,49,4,6,"6,257.80","37,546.80","2,816.01",,
SO - 0008244,10/2/2017,81,Wholesale,USD,AXW291,15,22,9,"1,969.80","17,728.20","1,536.44",,
SO - 0008517,10/2/2017,104,Wholesale,USD,AXW291,19,2,7,877.70,"6,143.90",526.62,,
SO - 0008868,10/2/2017,162,Wholesale,USD,AXW291,14,15,9,917.90,"8,261.10",468.13,,
SO - 0009066,10/2/2017,85,Wholesale,USD,GUT930,42,18,8,"6,344.90","50,759.20","3,616.59",,
SO - 0009396,10/2/2017,63,Distributor,USD,AXW291,15,12,10,850.90,"8,509.00",340.36,,
SO - 0009450,10/2/2017,123,Wholesale,USD,AXW291,4,17,6,"1,319.90","7,919.40",989.93,,
SO - 0010217,10/2/2017,13,Wholesale,USD,NXH382,50,26,11,978.20,"10,760.20",538.01,,
SO - 0010449,10/2/2017,163,Export,USD,NXH382,59,6,8,"1,206.00","9,648.00",844.20,,
SO - 0010458,10/2/2017,5,Distributor,USD,AXW291,24,21,9,"1,989.90","17,909.10","1,691.42",,
SO - 0010703,10/2/2017,44,Distributor,USD,FLR025,66,27,10,884.40,"8,844.00",725.21,,
SO - 0008315,10/3/2017,13,Wholesale,USD,GUT930,41,17,7,"4,020.00","28,140.00","2,613.00",,
SO - 0008402,10/3/2017,17,Wholesale,USD,NXH382,54,26,10,"1,025.10","10,251.00",563.81,,
SO - 0008975,10/3/2017,123,Distributor,USD,AXW291,16,26,5,268.00,"1,340.00",163.48,,
SO - 0009376,10/3/2017,91,Wholesale,USD,GUT930,37,25,9,"3,912.80","35,215.20","2,738.96",,
SO - 0009607,10/3/2017,99,Wholesale,USD,AXW291,11,24,9,964.80,"8,683.20",482.40,,
SO - 0009635,10/3/2017,172,Export,USD,AXW291,10,15,12,"3,912.80","46,953.60","1,995.53",,
SO - 0010233,10/3/2017,130,Distributor,USD,AXW291,1,2,7,"3,899.40","27,295.80","1,598.75",,
SO - 0010318,10/3/2017,139,Wholesale,USD,AXW291,16,13,10,"1,963.10","19,631.00","1,217.12",,
SO - 0010445,10/3/2017,58,Wholesale,USD,GUT930,44,12,9,214.40,"1,929.60",180.10,,
SO - 0008427,10/4/2017,17,Wholesale,USD,GUT930,32,3,10,"1,125.60","11,256.00",540.29,,
SO - 0008846,10/4/2017,41,Export,USD,AXW291,27,17,11,"1,058.60","11,644.60",825.71,,
SO - 0009036,10/4/2017,14,Export,USD,AXW291,30,4,8,"1,005.00","8,040.00",804.00,,
SO - 0009481,10/4/2017,49,Export,USD,AXW291,7,15,11,"1,125.60","12,381.60",529.03,,
SO - 0009645,10/4/2017,61,Distributor,USD,AXW291,1,25,8,"2,465.60","19,724.80","1,873.86",,
SO - 0009692,10/4/2017,129,Distributor,USD,FLR025,63,25,5,"1,132.30","5,661.50",781.29,,
SO - 0010479,10/4/2017,159,Wholesale,USD,FLR025,63,14,12,951.40,"11,416.80",447.16,,
SO - 0010507,10/4/2017,12,Wholesale,USD,FLR025,64,12,6,"6,009.90","36,059.40","4,928.12",,
SO - 0010587,10/4/2017,104,Export,USD,AXW291,18,13,12,730.30,"8,763.60",452.79,,
SO - 0010647,10/4/2017,147,Distributor,USD,NXH382,49,14,7,"5,648.10","39,536.70","3,501.82",,
SO - 0010688,10/4/2017,36,Wholesale,USD,AXW291,12,20,5,"2,452.20","12,261.00","1,741.06",,
SO - 0008949,10/5/2017,174,Wholesale,USD,GUT930,41,14,6,"1,849.20","11,095.20","1,423.88",,
SO - 0009102,10/5/2017,30,Wholesale,USD,GUT930,40,18,9,194.30,"1,748.70",106.87,,
SO - 0009073,10/6/2017,104,Distributor,USD,GUT930,41,25,11,241.20,"2,653.20",115.78,,
SO - 0009224,10/6/2017,70,Wholesale,USD,FLR025,62,20,7,174.20,"1,219.40",87.10,,
SO - 0009753,10/6/2017,45,Distributor,USD,AXW291,8,18,7,"1,996.60","13,976.20","1,397.62",,
SO - 0009943,10/6/2017,172,Export,USD,GUT930,40,1,9,201.00,"1,809.00",116.58,,
SO - 0008306,10/7/2017,124,Wholesale,USD,AXW291,15,16,9,"1,340.00","12,060.00",978.20,,
SO - 0008791,10/7/2017,146,Wholesale,USD,GUT930,32,3,12,"3,484.00","41,808.00","2,160.08",,
SO - 0009592,10/7/2017,145,Wholesale,USD,GUT930,33,2,11,"1,889.40","20,783.40","1,265.90",,
SO - 0009795,10/7/2017,115,Wholesale,USD,AXW291,1,17,6,"3,370.10","20,220.60","2,257.97",,
SO - 0010340,10/7/2017,110,Wholesale,USD,AXW291,21,29,12,"1,159.10","13,909.20",579.55,,
SO - 0010410,10/7/2017,100,Export,USD,GUT930,46,14,7,"1,755.40","12,287.80","1,299.00",,
SO - 0010525,10/7/2017,162,Wholesale,USD,FLR025,66,21,12,"1,829.10","21,949.20","1,280.37",,
SO - 0010695,10/7/2017,123,Wholesale,USD,FLR025,65,16,6,"2,626.40","15,758.40","1,680.90",,
SO - 0008508,10/8/2017,87,Wholesale,USD,FLR025,66,25,9,"1,112.20","10,009.80",578.34,,
SO - 0008581,10/8/2017,131,Distributor,USD,GUT930,46,23,12,"1,969.80","23,637.60","1,615.24",,
